Trade_ID,Strategy,Profit_Loss,Predicted_Confidence,Rescaled_Confidence,Allocated_Capital,Strat_Cum,Total_Cum,Entry_Date
Strategy_4_T3869,strategy_1,-0.1061999999999994,0.45380442285149536,-0.09239115429700928,33.622913594384116,26.40057934951897,130.9209009538129,2003-04-09
Strategy_4_T3879,strategy_1,-0.2943999999999995,0.39173922925288984,-0.21652154149422032,32.73022523845322,16.764801039318357,121.28512264361228,2003-05-05
Strategy_4_T3931,strategy_1,-0.0749999999999992,0.5255007011807546,0.051001402361509296,30.32128066090307,14.49070498975065,119.01102659404458,2003-07-17
Strategy_2_T3950,strategy_2,0.1697999999999995,0.5488189176238948,0.09763783524778957,29.752756648511145,56.85657501347233,124.06304467296175,2003-08-21
Strategy_2_T3956,strategy_2,-0.1387,0.41381635966101893,-0.17236728067796214,31.015761168240438,52.55468893943738,119.76115859892681,2003-08-26
Strategy_4_T3962,strategy_1,0.1339000000000005,0.6105746730678541,0.22114934613570814,29.940289649731703,18.49970977384974,123.7701633830259,2003-09-08
Strategy_3_T3964,strategy_3,-0.0992999999999995,0.5366552643138869,0.07331052862777376,30.942540845756476,22.855316870180097,120.69756907704232,2003-09-09
Strategy_2_T3992,strategy_2,-0.0548999999999999,0.38791597403504796,-0.22416805192990408,30.17439226926058,50.89811480385498,119.0409949414599,2003-11-07
Strategy_1_T4004,strategy_4,0.1562000000000001,0.36070428971424195,-0.2785914205715161,29.760248735364975,31.43640434603909,123.68954579392391,2003-12-04
Strategy_4_T4013,strategy_1,0.1312999999999995,0.5352947504137814,0.07058950082756277,30.922386448480978,22.55981911453528,127.74965513460947,2003-12-18
Strategy_2_T4022,strategy_2,-0.0308000000000001,0.5558124299451935,0.11162485989038706,31.937413783652367,49.91444245931849,126.76598279007297,2003-12-26
Strategy_2_T4024,strategy_2,-0.0888999999999997,0.6172462385258737,0.23449247705174736,31.691495697518242,47.097068491809125,123.94860882256361,2003-12-30
Strategy_2_T4029,strategy_2,-0.1299000000000001,0.6881217117717411,0.37624342354348217,30.987152205640903,43.07183742029637,119.92337775105085,2004-01-02
Strategy_4_T4032,strategy_1,0.1220000000000007,0.48282302495873186,-0.03435395008253628,29.980844437762713,26.21748213594235,123.58104077245792,2004-01-07
Strategy_2_T4042,strategy_2,-0.1499999999999994,0.5402323623780685,0.08046472475613697,30.89526019311448,38.437548391329216,118.94675174349075,2004-01-16
Strategy_2_T4047,strategy_2,0.0289000000000001,0.5166518325344152,0.03330366506883031,29.736687935872688,39.29693867267594,119.8061420248375,2004-01-21
Strategy_4_T4055,strategy_1,0.0437000000000002,0.5565983856942023,0.11319677138840456,29.951535506209375,27.52636423756371,121.11502412645885,2004-01-30
Strategy_4_T4060,strategy_1,0.0412000000000007,0.30653600015796106,-0.3869279996840779,30.278756031614712,28.773848986066255,122.3625088749614,2004-02-16
Strategy_2_T4075,strategy_2,0.0198999999999998,0.5473647225641074,0.0947294451282148,30.59062721874035,39.90569215432887,122.97126235661432,2004-03-16
Strategy_4_T4081,strategy_1,-0.0223999999999993,0.3608805490964378,-0.2782389018071244,30.74281558915358,28.085209916869236,122.2826232874173,2004-03-25
Strategy_4_T4087,strategy_1,0.2519999999999998,0.4953086107382522,-0.00938277852349556,30.570655821854324,35.78901518397652,129.9864285545246,2004-04-13
Strategy_2_T4094,strategy_2,0.0964999999999998,0.5765067092496144,0.1530134184992289,32.49660713863115,43.041614743206765,133.12235114340248,2004-04-19
Strategy_4_T4119,strategy_1,0.0686999999999997,0.5209414340545873,0.04188286810917452,33.28058778585062,38.07539156486445,135.4087275242904,2004-05-13
